🚛景区直播,#genre#
趵突泉,https://gcalic.v.myalicdn.com/gc/btq01_1/index.m3u8
安徽池州九华山风景区拜经台,https://gcalic.v.myalicdn.com/gc/jhs02_1/index.m3u8
安徽池州九华山风景区九华山,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区花台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,https://gcalic.v.myalicdn.com/gc/ylh03_1/index.m3u8
浙江杭州千岛湖,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
云南丽江玉液湖,https://gcalic.v.myalicdn.com/gc/hkylxs02_1/index.m3u8
云南丽江蓝月谷,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南白沙远眺玉龙雪山,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
云南丽江一滴水过丽江,https://gcalic.v.myalicdn.com/gc/hkylxs04_1/index.m3u8
云南丽江玉龙雪山草甸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
云南丽江白水台,https://gcalic.v.myalicdn.com/gc/hkylxs07_1/index.m3u8
云南丽江蓝月谷中游湖面,https://gcalic.v.myalicdn.com/gc/hkylxs08_1/index.m3u8
云南丽江高尔夫,https://gcalic.v.myalicdn.com/gc/hkylxs09_1/index.m3u8
云南丽江冰川,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
云南丽江印象实景,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
江苏南京牛首山,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
福建漳州六鳌翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
福建漳州醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
天津之眼,https://gcalic.v.myalicdn.com/gc/tjhh01_1/index.m3u8
四川西昌邛海景区,https://gcalic.v.myalicdn.com/gc/xcqh01_1/index.m3u8
普陀山,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
河南郑东新区千玺广场,https://gcalic.v.myalicdn.com/gc/zdxq01_1/index.m3u8
四川四姑娘山幺妹峰,https://gcalic.v.myalicdn.com/gc/sgns01_1/index.m3u8
四川四姑娘山隆珠措,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
宁夏沙坡头长河落日,https://gcalic.v.myalicdn.com/gc/nxsptdmgychlr_1/index.m3u8
宁夏沙坡头大漠孤烟,https://gcalic.v.myalicdn.com/gc/nxsptdmgy_1/index.m3u8
丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大水车,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
狮子山鸟瞰丽江古城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
云台山小寨沟,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
云台山百家岩,https://gcalic.v.myalicdn.com/gc/ytsbjy_1/index.m3u8
云台山红石峡,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
云台山茱萸峰,https://gcalic.v.myalicdn.com/gc/ytszyf_1/index.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
雪乡梦幻家园观景台,https://gcalic.v.myalicdn.com/gc/mdjxxmhjygjt_1/index.m3u8
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
黄花城水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
黄花城水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
黄花城水长城04,https://gcalic.v.myalicdn.com/gc/wgw04_1/index.m3u8
鸣沙山,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
鸣沙山山门,https://gcalic.v.myalicdn.com/gc/dhyyqyyq_1/index.m3u8
月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
望乡台,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
洗身洞,https://gcalic.v.myalicdn.com/gc/hlxsd_1/index.m3u8
泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
泰山大观峰,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
泰山拱北石,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
泰山天街,https://gcalic.v.myalicdn.com/gc/taishan07_1/index.m3u8
泰山经石峪,https://gcalic.v.myalicdn.com/gc/hkts04_1/index.m3u8
泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
泰山龙潭水库,https://gcalic.v.myalicdn.com/gc/hkts06_1/index.m3u8
泰山南天门,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
泰山白云亭悬崖,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
泰山扇子崖,https://gcalic.v.myalicdn.com/gc/hkts08_1/index.m3u8
泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
泰山碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
泰山玉皇顶东,https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8
泰山玉皇顶西,https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8
黄山卧云峰,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8
黄山始信新道,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
黄山梦笔生花,https://gcalic.v.myalicdn.com/gc/hsmbsh_1/index.m3u8
黄山排云亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
黄山平天矼,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8
黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
黄山光明顶,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8
黄山,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
福建宁德太姥山景区,https://gcalic.v.myalicdn.com/gc/tms01_1/index.m3u8
陕西洋县国宝朱鹮01,https://gcalic.v.myalicdn.com/gc/zhhd01_1/index.m3u8
陕西洋县国宝朱鹮02,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
陕西洋县国宝朱鹮03,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
陕西洋县国宝朱鹮04,https://gcalic.v.myalicdn.com/gc/zh04_1/index.m3u8
安徽黟县西递半山亭,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县宏村月沼,https://gcalic.v.myalicdn.com/gc/yxhcyz_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
深圳世界之窗文化主题公园,https://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
八达岭长城南七楼,https://gcalic.v.myalicdn.com/gc/bgws7_1/index.m3u8
八达岭长城北十楼,https://gcalic.v.myalicdn.com/gc/bgwn10_1/index.m3u8
中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
中央电视塔北,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
恒宗,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8
黄果树银链坠潭瀑布,https://gcalic.v.myalicdn.com/gc/hgsylztpb_1/index.m3u8
黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
天涯鸟瞰,https://gcalic.v.myalicdn.com/gc/tyhjtynl_1/index.m3u8
天涯石,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
南天一柱,https://gcalic.v.myalicdn.com/gc/tyhjntyz_1/index.m3u8
日月石,https://gcalic.v.myalicdn.com/gc/tyhjrys_1/index.m3u8
桂林象山公园,https://gcalic.v.myalicdn.com/gc/glxs01_1/index.m3u8
六盘山红军长征景区,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
华山,https://gcalic.v.myalicdn.com/gc/hkhs01_1/index.m3u8
贵州省兴义市万峰林,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
贵州省兴义市马岭河峡谷,https://gcalic.v.myalicdn.com/gc/xymlh_1/index.m3u8
贵州省贞丰市双乳峰景区,https://gcalic.v.myalicdn.com/gc/xysrf_1/index.m3u8
云南大理崇圣寺三塔中景,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
云南大理崇圣寺三塔湖面,https://gcalic.v.myalicdn.com/gc/dlst02_1/index.m3u8
云南大理崇圣寺三塔远景,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
青岛崂山双福,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
青岛崂山太清,https://gcalic.v.myalicdn.com/gc/qdls04_1/index.m3u8
青岛崂山灵旗峰,https://gcalic.v.myalicdn.com/gc/qdls01_1/index.m3u8
青岛崂山八水河,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
三亚南山文化旅游区海上观音,https://gcalic.v.myalicdn.com/gc/syns01_1/index.m3u8
仙都风景区,https://gcalic.v.myalicdn.com/gc/xdfjq01_1/index.m3u8
宁夏黄河大峡谷,https://gcalic.v.myalicdn.com/gc/hhdxg01_1/index.m3u8
张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
嵩山少林寺广场,https://gcalic.v.myalicdn.com/gc/zsslsgc_1/index.m3u8
婺源01,https://gcalic.v.myalicdn.com/gc/wygjt1_1/index.m3u8
神农架金丝猴01,https://gcalic.v.myalicdn.com/gc/jshhd01_1/index.m3u8
都江堰鱼嘴,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
丹霞山丹梯铁锁,https://gcalic.v.myalicdn.com/gc/dxsdtts_1/index.m3u8
丹霞山韶音亭,https://gcalic.v.myalicdn.com/gc/dxssyt_1/index.m3u8
云南红河哈尼梯田多依树景点,https://gcalic.v.myalicdn.com/gc/hnttdysjd_1/index.m3u8
云南红河哈尼梯田普高老寨,https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
云南红河哈尼梯田老虎嘴,https://gcalic.v.myalicdn.com/gc/hnttlhzjd_1/index.m3u8
江西龙虎山中间水泡,https://gcalic.v.myalicdn.com/gc/lhszjsp_1/index.m3u8
江西龙虎山山涧栈道,https://gcalic.v.myalicdn.com/gc/lhssjzd_1/index.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
福建武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8

北京居庸关长城,https://gcalic.v.myalicdn.com/gc/syns01_1/index.m3u8
北京钟鼓楼,https://gctxyc.liveplay.myqcloud.com/gc/ztd_1_md.m3u8
北京鸟巢水立方,https://gctxyc.liveplay.myqcloud.com/gc/glxs01_1_md.m3u8
北京司马台长城,https://gcalic.v.myalicdn.com/gc/jyg02_1/index.m3u8
北京古北水镇,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
北京黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
北京雁栖湖,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
天津滨海新城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
天津解放桥,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
河北承德避暑山庄龙泉公园,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
山西运城圣天湖,https://gctxyc.liveplay.myqcloud.com/gc/cntv486-zbzg_1/index.m3u8
山西太原汾河畔,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8
内蒙古呼伦贝尔哈萨尔大桥,https://gctxyc.liveplay.myqcloud.com/gc/ytshsx_1/index.m3u8
辽宁抚顺雷锋纪念馆,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8
辽宁沈阳浑河桥,https://gctxyc.liveplay.myqcloud.com/gc/ljgcdsc_1/index.m3u8
辽宁大连星海广场,https://gcalic.v.myalicdn.com/gc/hhdxg01_1/index.m3u8
吉林市临江门大桥,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
吉林四平战役纪念馆,https://gctxyc.liveplay.myqcloud.com/gc/taishan04_1/index.m3u8
黑龙江镜泊湖,https://gcalic.v.myalicdn.com/gc/jyg04_1/index.m3u8
中车齐车集团,https://gctxyc.liveplay.myqcloud.com/gc/zhhd01_1/index.m3u8
黑龙江哈尔滨霁虹桥,https://gctxyc.liveplay.myqcloud.com/gc/hkts09_1/index.m3u8
江苏徐州潘安湖,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
江苏扬州中国大运河博物馆,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
江苏无锡大剧院,https://gctxyc.liveplay.myqcloud.com/gc/hkts07_1/index.m3u8
江苏南通梵音广场,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
江苏南京鼓楼广场,https://gcalic.v.myalicdn.com/gc/qdls01_1/index.m3u8
江苏惠山二茅峰,https://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
江苏南京玄武湖,https://gctxyc.liveplay.myqcloud.com/gc/xwh01_1/index.m3u8
江苏南京玄武湖,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
江苏南京长江大桥,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
江苏南京紫峰大厦,https://gcalic.v.myalicdn.com/gc/hkts05_1/index.m3u8
江苏启东圆陀角,https://gcalic.v.myalicdn.com/gc/taishan07_1/index.m3u8
上海南浦大桥,https://gctxyc.liveplay.myqcloud.com/gc/tjhh01_1/index.m3u8
上海国家会展中心,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
浙江台州三门核电站,https://gctxyc.liveplay.myqcloud.com/gc/hsptgz_1/index.m3u8
中国石化白鹭保护基地1,https://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
中国石化白鹭保护基地2,https://gcalic.v.myalicdn.com/gc/xymlh_1/index.m3u8
浙江舟山沈家门渔港,https://gctxyc.liveplay.myqcloud.com/gc/hgsspzxdpb_1/index.m3u8
河南郑州东站,https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
浙江杭州钱江新城,https://gcalic.v.myalicdn.com/gc/zh04_1/index.m3u8
浙江乌镇1,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
浙江乌镇2,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
浙江乌镇3,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
浙江乌镇4,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
安徽金寨县红军广场,https://gcalic.v.myalicdn.com/gc/jsh03_1/index.m3u8
安徽歙县卢村,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
安徽歙县,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽歙县西递牌坊,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽歙县西递牌坊,https://gctxyc.liveplay.myqcloud.com/gc/yxxdpf_1/index.m3u8
安徽黄山卧云峰,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
安徽黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
安徽黄山光明顶,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8
福建永安上坪乡天斗山居,https://gcalic.v.myalicdn.com/gc/hkts01_1/index.m3u8
福建福安赛岐镇象环葡萄园,https://gctxyc.liveplay.myqcloud.com/gc/cntv402-zbzg_1/index.m3u8
福建福安赛岐镇象环葡萄园,https://gcalic.v.myalicdn.com/gc/cntv402-zbzg_1/index.m3u8
福建漳州官畲景区,https://gcalic.v.myalicdn.com/gc/cntv400-zbzg_1/index.m3u8
福建南平茶平乡万亩茶园,https://gctxyc.liveplay.myqcloud.com/gc/cntv401-zbzg_1/index.m3u8
福建莆田湄洲妈祖祖庙,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1/index.m3u8
福建莆田湄洲妈祖祖庙,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1_md.m3u8
福建漳州华安土楼,https://gcalic.v.myalicdn.com/gc/bsszxbdlg_1/index.m3u8
福建武夷山,https://gctxyc.liveplay.myqcloud.com/gc/wysynf_1/index.m3u8
江西于都中央红军长征出发地纪念园,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
江西南昌滕王阁,https://gcalic.v.myalicdn.com/gc/nxsptdmgychlr_1/index.m3u8
江西南昌梅岭,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
山东威海成山头,https://gctxyc.liveplay.myqcloud.com/gc/drs01_1/index.m3u8
山东潍坊青云山民俗游乐园,https://gcalic.v.myalicdn.com/gc/cntv399-zbzg_1/index.m3u8
山东泗水龙湾湖乡村振兴示范区,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
山东聊城凤庄村平菇种植基地,https://gcalic.v.myalicdn.com/gc/cntv455-zbzg_1/index.m3u8
山东烟台莱州城港路街道,https://gcalic.v.myalicdn.com/gc/cntv507-zbzg_1/index.m3u8
山东济南七星天文台,https://gcalic.v.myalicdn.com/gc/hkylxs04_1/index.m3u8
山东青岛艾山天文台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
山东济南章丘三涧溪村,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
山东济南大明湖,https://gcalic.v.myalicdn.com/gc/zsslsgc_1/index.m3u8
山东济南趵突泉,https://gcalic.v.myalicdn.com/gc/hnttdysjd_1/index.m3u8
山东泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
山东泰山唐摩崖,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
山东泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
山东泰山天街,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
河南焦作红石峡,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
河南濮阳南乐西湖,https://gcalic.v.myalicdn.com/gc/cntv457-zbzg_1/index.m3u8?contentid=2820180516001
河南信阳汪桥镇思乡谷,https://gctxyc.liveplay.myqcloud.com/gc/cntv546-zbzg_1/index.m3u8
湖北武汉黄鹤楼,https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8
湖北武汉长江大桥,https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8
湖南郴州仰天湖,https://gctxyc.liveplay.myqcloud.com/gc/cntv451-zbzg_1/index.m3u8
湖南邵阳崀山将军石,https://gctxyc.liveplay.myqcloud.com/gc/cntv397-zbzg_1_md.m3u8
湖南邵阳崀山将军石,https://gcalic.v.myalicdn.com/gc/cntv397-zbzg_1/index.m3u8
湖南邵阳崀山骆驼峰,https://gcalic.v.myalicdn.com/gc/cntv398-zbzg_1/index.m3u8
湖南沙洲瑶族村,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
湖南张家界大峡谷,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8
湖南湘西湘西矮寨大桥,https://gcalic.v.myalicdn.com/gc/jshhd01_1/index.m3u8
湖南张家界天门山玻璃栈道,https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
湖南张家界天门山天空步道,https://mlivewbndtxy.liveplay.myqcloud.com/mlivewbnd/mlive_djy03_2/index.m3u8
湖南张家界天门山天空步道,https://mlivewbndtxy.liveplay.myqcloud.com/mlivewbnd/mlive_djy03_2_td.m3u8
湖南湘西凤凰古城,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
湖南张家界武陵源景区黄石寨六奇阁,https://gcalic.v.myalicdn.com/gc/szgk01_1/index.m3u8
湖南张家界武陵源景区将军列队,https://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8
湖南张家界武陵源景区迷魂台,https://gcalic.v.myalicdn.com/gc/zjjmht_1/index.m3u8
湖南张家界武陵源景区宝峰湖,https://gcalic.v.myalicdn.com/gc/zjjbfh_1/index.m3u8
广东车八岭国家级自然保护区,https://gctxyc.liveplay.myqcloud.com/gc/ztx_1/index.m3u8
广东车八岭国家级自然保护区,https://gctxyc.liveplay.myqcloud.com/gc/ztx_1_md.m3u8
广东珠海大剧院,https://gctxyc.liveplay.myqcloud.com/gc/dxsdtts_1/index.m3u8
广东珠海大剧院,https://gctxyc.liveplay.myqcloud.com/gc/dxsdtts_1_md.m3u8
广东深圳福田中央商务区,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
广东港珠澳大桥,https://gcalic.v.myalicdn.com/gc/qdls04_1/index.m3u8
广东汕头市小公园,https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8
广东广州塔与海心桥,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
海南七仙岭温泉国家森林公园,https://gctxyc.liveplay.myqcloud.com/gc/cntv549-zbzg_1/index.m3u8
海南热带雨林国家公园,https://gcalic.v.myalicdn.com/gc/hkts08_1/index.m3u8
海南白沙原生态茶园小镇,https://gcalic.v.myalicdn.com/gc/cntv548-zbzg_1/index.m3u8
重庆巫山长江大桥,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8
重庆巫山长江画卷,https://gcalic.v.myalicdn.com/gc/cntv550-zbzg_1/index.m3u8
重庆李子坝站轻轨,https://gctxyc.liveplay.myqcloud.com/gc/ylh04_1/index.m3u8
重庆李子坝站轻轨,https://gctxyc.liveplay.myqcloud.com/gc/ylh04_1_md.m3u8
贵州贵阳甲秀楼,https://gcalic.v.myalicdn.com/gc/hkylxs02_1/index.m3u8
贵州黔南州瓮安县建中镇,https://gctxyc.liveplay.myqcloud.com/gc/ytsbjy_1/index.m3u8
贵州六盘水野玉海度假区玻璃桥,https://gctxyc.liveplay.myqcloud.com/gc/cntv535-zbzg_1/index.m3u8
贵州黄果树瀑布,https://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1/index.m3u8
贵州黄果树瀑布,https://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1_md.m3u8
贵州新民梯田,https://gcalic.v.myalicdn.com/gc/cntv536-zbzg_1/index.m3u8
贵州毛尖镇高寨水库茶山,https://gcalic.v.myalicdn.com/gc/cntv537-zbzg_1/index.m3u8
