🌄💘常看频道V6,#genre#
ESPN 1,p3p://fccsen.dyndns.tv:29706/59d24815000bb22cad7630914a1924b3
ESPN 2,p3p://fccsen.dyndns.tv:29706/59bbf1fd000b428d563618b379a53086
ESPN U,p3p://fccsen.dyndns.tv:29706/5a88cf44000028fc621142635fc84be5
ESPN News,p3p://fccsen.dyndns.tv:29706/5c5ccceb00083b8d43eb3d9232165684
NBA TV US,p3p://fccsen.dyndns.tv:29706/5d45b702000419e9d1bd300979f803ab
NBA Canada,p3p://fccsen.dyndns.tv:29706/5d45b6b600003de3d1bc062c6ca215ee
Fox Sport 1,p3p://fccsen.dyndns.tv:29706/59bbf21600071468563679492664613f
Fox Sport 2,p3p://fccsen.dyndns.tv:29706/59e2b81e00049c3eedabbfe568a9573b
Tennis,p3p://fccsen.dyndns.tv:29706/60b962030008c44344f88b155b45442f
NFL Network,p3p://fccsen.dyndns.tv:29706/59bbf3f3000ef74f563dc29848a479f9
NHL Network,p3p://fccsen.dyndns.tv:29706/5a4ae10a0001df28702715530b3e23dc
CBS Sports,p3p://fccsen.dyndns.tv:29706/5a00e21b00058e784f1bc6f62dc403e6
NBC Golf,p3p://fccsen.dyndns.tv:29706/5a6fa9f5000250ecffd7a5d26d0b1c97
MLB Network,p3p://fccsen.dyndns.tv:29706/59bbf25c0002fe03563789ad321d31ef
TSN 1,p3p://fccsen.dyndns.tv:29706/5d45b4440002e468d1b279875cc53184
TSN 2,p3p://fccsen.dyndns.tv:29706/5d45b49f0004b838d1b3dd774be667a4
TSN 3,p3p://fccsen.dyndns.tv:29706/5d45b529000804ebd1b5f9606eef3d87
TSN 4,p3p://fccsen.dyndns.tv:29706/5d45b59600028129d1b7a1bf71b50a26
TSN 5,p3p://fccsen.dyndns.tv:29706/5d45b5f9000516c8d1b92521608c3d5d
SportNet Onario,p3p://fccsen.dyndns.tv:29706/5a91a001000da01d8480975a091c2e97
SportNet One,p3p://fccsen.dyndns.tv:29706/5a963c9e0005850496844a812ee772e1
SportNet World,p3p://fccsen.dyndns.tv:29706/5bd63c310006787478800487439a602d
SportNet 360,p3p://fccsen.dyndns.tv:29706/5a919d78000cca498476aff825dd1e95
SportsNet Pacific,p3p://fccsen.dyndns.tv:29706/5a010fe5000bffa64fcea5b471a63932
Sky Sport 1,p3p://fccsen.dyndns.tv:29706/59bbf34800086cb2563b24f202e31678
Sky Sport 2,p3p://fccsen.dyndns.tv:29706/59bbf35f000c9fdb563b7fde3a4d1307
Sky Sport 3,p3p://fccsen.dyndns.tv:29706/59bbf373000890ed563bccf43f3c5b45
Sky Sport 4,p3p://fccsen.dyndns.tv:29706/59bbf38b00055cc7563c29e26168677c
Sky Sport 5,p3p://fccsen.dyndns.tv:29706/59bbf3a100017e4d563c7ed4483777f8
Sky Sport F1,p3p://fccsen.dyndns.tv:29706/59bbf3bc000ad51e563ceab13ecd1b97
Sky Sp Football,p3p://fccsen.dyndns.tv:29706/5da52b34000c1b45469ab71b318b6093
Sky Sp Mix,p3p://fccsen.dyndns.tv:29706/5da52b4b0009e11d469b106164071071
Sky Sp News,p3p://fccsen.dyndns.tv:29706/5da88b06000cd6cd53c9039a2e9d468e
BT Sport 1,p3p://fccsen.dyndns.tv:29706/59d2486d0006b186ad7787092c1d60d5
BT Sport 2,p3p://fccsen.dyndns.tv:29706/59c67e480005fd5b7f6a09dd58e05390
BT Sport 3,p3p://fccsen.dyndns.tv:29706/59c67ea30007574b7f6b6dad749b5b27
Box Nation,p3p://fccsen.dyndns.tv:29706/5da88b680004bc7853ca80576e5749ab
Boxing PPV,p3p://fccsen.dyndns.tv:29706/5bb2c40b00069f12edf2eebd5ee90f8e
Sportsman,p3p://fccsen.dyndns.tv:29706/5bdb7bf8000ab3088d010e335cea74bd
Outdoor Channel,p3p://fccsen.dyndns.tv:29706/5f09429b000cd96facff9af478c91021
BTN,p3p://fccsen.dyndns.tv:29706/5aaf028100050fa9f74917ca7a3253ae
SEC Network,p3p://fccsen.dyndns.tv:29706/5bc2b56600073def2c39a4ba2dc5036b
LongHorn Network,p3p://fccsen.dyndns.tv:29706/5bc2b10500008a6d2c2888161d4270ba
Euro Sport 1,p3p://fccsen.dyndns.tv:29706/5a21d4d80004d603cfcfc43c12066d47
Euro Sport 2,p3p://fccsen.dyndns.tv:29706/5a21d4ed00032238cfd015d5794173ae
MUTV,p3p://fccsen.dyndns.tv:29706/5f7b32e5000e762d6a11bc6c06985c05
Bein Sport 1,p3p://fccsen.dyndns.tv:29706/5a1f68cc00061b05c659b5aa2f9847d2
Bein Sport 2,p3p://fccsen.dyndns.tv:29706/5a1f68e5000d96d2c65a193c00820b97
Bein Sport 3,p3p://fccsen.dyndns.tv:29706/5a1f68fb000eb809c65a6f77129c27b7
Bein Sport 4,p3p://fccsen.dyndns.tv:29706/5a1f69110000604ec65ac1bb33b85661
Bein Sport 5,p3p://fccsen.dyndns.tv:29706/5a1f692c0002560ec65b2bb32e51613a
Bein Sport 6,p3p://fccsen.dyndns.tv:29706/5a1f6942000115e4c65b81511ddf34a7
Bein Sport 7,p3p://fccsen.dyndns.tv:29706/5a1f6957000a184ac65bd5a807cf26bc
Bein Sport Prem 1,p3p://fccsen.dyndns.tv:29706/5a1f696e0005f6a2c65c2e7110023294

CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
ESPN,mitv://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
600TV,mitv://generationnexxxt.com:19806/64c36a1900089f29fd2b824d6b4b65c1
CBSN,mitv://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
NBA,mitv://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
新时代1(西部),mitv://generationnexxxt.com:19806/a3d06a9ecf30410582ad64ed15cdf6fd
新时代2,mitv://generationnexxxt.com:19806/65013e4c0002afeaeeb07d8a59ff6121
新时代1(东部),mitv://generationnexxxt.com:19806/28d014f7982c4041ab7197218b9c1284
城市电视,mitv://generationnexxxt.com:19806/a18fbea7eddd4079b3e2e684d19df5c4
Fox News,mitv://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
BBC World News,mitv://generationnexxxt.com:19806/6579228c000c47523171f9583333664f
CNN USA,mitv://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
CBC News,mitv://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
MSNBC,mitv://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
CTV News,mitv://generationnexxxt.com:19806/6579228b0000fa413171f29242d67919
Business News Network,mitv://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CP24,mitv://generationnexxxt.com:19806/6579228a000310453171ef2756ac0145
The Weather Network,mitv://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,mitv://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48
KOMO 4 TV,mitv://generationnexxxt.com:19806/65791ef700074fd53163fa0823ae64b8


🔸晴天法国,#genre#
BBC World,http://45.228.232.219:16000/play/a0m9/index.m3u8
C8,http://144.217.72.24:80/c8/index.m3u8
W9,http://144.217.72.24:80/w9/index.m3u8
M6,http://144.217.72.24:80/m6/index.m3u8
6Ter,http://144.217.72.24:80/6ter/index.m3u8
TFX,http://144.217.72.24:80/TFX/index.m3u8
Paris Premiere,http://144.217.72.24:80/parispremiere/index.m3u8
Cherie 25,http://144.217.72.24:80/cherie25/index.m3u8
Teva,http://144.217.72.24/teva/index.m3u8
RMC Story,http://144.217.72.24/rmcstory/index.m3u8
ABC HD,http://49.0.64.96:8007/ABC
Action HD,http://49.0.64.96:8007/Action
Amazing HD,http://49.0.64.96:8007/AMAZING
CARTOON Umi HD,http://49.0.64.96:8007/Cartoonumi
Chillayo HD,http://49.0.64.96:8007/Chillayo
Cinemachi HD,http://49.0.64.96:8007/Cinemachi
Discovery HD,http://49.0.64.96:8007/Discovery
France 24 (en Francais),http://49.0.64.96:8007/France24
GINX HD,http://49.0.64.96:8007/GINX
GOLF HD,http://49.0.64.96:8007/GOLF
FBI H-Channel HD,http://49.0.64.96:8007/H-Channel
HI Fight HD,http://49.0.64.96:8007/HIFIGHT
HI Sport HD,http://49.0.64.96:8007/HiSports
IZAA HD,http://49.0.64.96:8007/IZAA
Shop Now True Select,http://49.0.64.96:8007/JAJINGJA
Kaset HD,http://49.0.64.96:8007/Kaset
DTV4 M2rock HD,http://49.0.64.96:8007/M2ROCK
DTV1 M4jazz HD,http://49.0.64.96:8007/M4JAZZ
DTV3 M6country HD,http://49.0.64.96:8007/M6COUNTRY
NBA One HD,http://49.0.64.96:8007/NBA
PetClub HD,http://49.0.64.96:8007/PetClub
PING HD,http://49.0.64.96:8007/PING
Pluse HD,http://49.0.64.96:8007/PLUSE
SANOOK HD,http://49.0.64.96:8007/Qartar
RAI Asia Intl.,http://49.0.64.96:8007/RAI_Asia
Series HD,http://49.0.64.96:8007/SERIES
Smithsonian HD,http://49.0.64.96:8007/Smithsonian
DTV2 Tennis HD,http://49.0.64.96:8007/TENNIS
Top Fight HD,http://49.0.64.96:8007/TOPFIGHT
Trace HD,http://49.0.64.96:8007/Trace
TV5,http://49.0.64.96:8007/TV5
WORLD ANIMAL HD,http://49.0.64.96:8007/Animal
WSCI HD,http://49.0.64.96:8007/WSCI
Zoomoo HD,http://49.0.64.96:8007/Zoomoo

🔸晴天巴西,#genre#
Universal,http://208.115.225.174:14128
WB TV,http://208.115.225.174:14132
Universal TV,http://208.115.225.174:14128
Warner,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO Signature,http://208.115.225.174:14160
HBO,http://208.115.225.174:14165
BDMG,http://208.115.225.174:14263
SBT,http://208.115.225.174:14170
SBT1,http://208.115.225.174:14173
SBT2,http://208.115.225.174:14176
ESPN,http://51.83.238.223:16515/
Sportv 1,http://51.83.238.223:16437/
Sportv 2,http://51.83.238.223:16457/
Telecine Pipoca,http://51.83.238.223:16763/
Megapix,http://51.83.238.223:16823/
Universal Channel,http://51.83.238.223:16883/
Disney Channel,http://51.83.238.223:16274/
AXN,http://51.83.238.223:16941/
HBO,http://51.83.238.223:16045/
http://51.83.238.223:16606/
VIVO,http://51.83.238.223:16515/
http://51.83.238.223:16725/
Globo MG,http://185.150.190.225:16263/
La Red,http://45.236.175.2:1001
TVN,http://45.236.175.2:1002
CHV,http://45.236.175.2:1004
CANAL 13,http://45.236.175.2:1005
Mega,http://45.236.175.2:1003
Cartoon Network,http://45.236.175.2:1011
Nickelodeon,http://45.236.175.2:1012
24 HORAS,http://45.236.175.2:1007
CNN Chile,http://45.236.175.2:1008
CNN Espanol,http://45.236.175.2:1009
Disney Channel,http://45.236.175.2:1010
Nick Jr,http://45.236.175.2:1013
Discovery Kids,http://45.236.175.2:1014
Disney Jr,http://45.236.175.2:1015
HBO 2,http://45.236.175.2:1022
Studio Universal,http://45.236.175.2:1023
Universal,http://45.236.175.2:1018
TCM,http://45.236.175.2:1020
Space,http://45.236.175.2:1026
STAR CHANNEL,http://45.236.175.2:1027
I-Sat,http://45.236.175.2:1019
Cinemax,http://45.236.175.2:1025
Cinecanal,http://45.236.175.2:1028
HBO Family,http://45.236.175.2:1017
Warner,http://45.236.175.2:1021
HBO XTREME SD,http://45.236.175.2:1030
HBO,http://45.236.175.2:1031
TNT,http://45.236.175.2:1032
ESPN 4,http://45.236.175.2:1035
Nat Geo,http://45.236.175.2:1044
Fox Sports 1,http://45.236.175.2:1040
TNT SPORTS 2,http://45.236.175.2:1036
Fox Sports 3,http://45.236.175.2:1034
ESPN 2,http://45.236.175.2:1039
TNT SPORTS 3,http://45.236.175.2:1037
TLC,http://45.236.175.2:1042
HomeandHealth,http://45.236.175.2:1043
Discovery ID,http://45.236.175.2:1046
Animal Planet,http://45.236.175.2:1045
E Entertainment,http://45.236.175.2:1047
History Channel,http://45.236.175.2:1048
AE Mundo,http://45.236.175.2:1049
Telemundo,http://45.236.175.2:1051
Discovery Channel,http://45.236.175.2:1050
Canal Estrellas,http://45.236.175.2:1052
RCN Novelas,http://45.236.175.2:1053
MTV,http://45.236.175.2:1055
ViaX,http://45.236.175.2:1054
HBO Plus,http://45.236.175.2:1057
Zona Latina,http://45.236.175.2:1056
ESPN 4,http://45.236.175.2:1058
Fox Sports 2,http://45.236.175.2:1059
TLC,http://45.236.175.2:1060
ESPN,http://45.236.175.2:1061
A&E,http://187.95.95.247/AE/index.m3u8
Prime Box,http://187.95.95.247/Prime/index.m3u8
Star Channel,http://187.95.95.247/Star/index.m3u8
Cinecanal,http://187.95.95.247/cinecanal/index.m3u8
Nick,http://187.95.95.247/Nickelodeon/index.m3u8
Paramount,http://187.95.95.247/paramount/index.m3u8
History,http://187.95.95.247/History/index.m3u8
H2,http://187.95.95.247/h2/index.m3u8
Arte,http://187.95.95.247/ArteHD/manifest.m3u8
Lifetime,http://187.95.95.247/lifetime/manifest.m3u8
Band Sports,http://187.95.95.247/Band-Sports/index.m3u8
Band News,http://187.95.95.247/Band-News/mono.m3u8

马来晴天,#genre#
beIN Sports,mitv://generationnexxxt.com:19806/eefa5931a750470d8a3267932e36c644
TVB娱乐新闻台,mitv://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
TV1,mitv://generationnexxxt.com:19806/a3299ebd988b447992cf982df2ea7562
TV2,mitv://generationnexxxt.com:19806/facbc81537924664aaf429b4e0faec17
TV3,mitv://generationnexxxt.com:19806/6a00a0b3636340a4bc00626fedaa36f6
NTV7,mitv://generationnexxxt.com:19806/7c0bb3dc5b304064809b7b4711d75ccc
八度空间,mitv://generationnexxxt.com:19806/c1351c973d544fd9b9fcf34d36cc3ab1
TV9,mitv://generationnexxxt.com:19806/cd4d90b0f1c84d33ae6ab4ebf09ce61a
Astro Oasis HD,mitv://generationnexxxt.com:19806/ba94a812ece14f4484d550852d736644
Al-Hijrah,mitv://generationnexxxt.com:19806/2bbbb59b7e4c44e1ac91c3a4e9fa222a
SUN TV,mitv://generationnexxxt.com:19806/4bb094b241874180af9f61a56370ce35
爱奇艺,mitv://generationnexxxt.com:19806/220100b4bf8a42b49b38d1152cf9ab84
Astro小太阳,mitv://generationnexxxt.com:19806/b9014d57594d4cfdb87848d4b2610506
Astro AEC(备),mitv://generationnexxxt.com:19806/0cd8ffd5742f43f2aba6b6bf8736641d
天映频道,mitv://generationnexxxt.com:19806/65e1b0870000c6d7c9dccba555040378
翡翠台(华丽台),mitv://generationnexxxt.com:19806/0485c5b3e68c43268b39c8e68b0e6244
Astro AOD HD 311,mitv://generationnexxxt.com:19806/676d5767c17749f8950a81ed8681380a
中天亚洲台,mitv://generationnexxxt.com:19806/7c932e1429374b358b547a75ebba7ca8
TVB星河,mitv://generationnexxxt.com:19806/0c08d9d705a747908c23ba652726d777
天映经典,mitv://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
Astro欢喜台,mitv://generationnexxxt.com:19806/a2f732d447dc4c0b9e80417490de4e1d
KBS World,mitv://generationnexxxt.com:19806/61432c16625e41d3b52570bb136f5054
TVS,mitv://generationnexxxt.com:19806/18061f7a3a814916bebc76d2363b31e9
tvN Movies HD,mitv://generationnexxxt.com:19806/c6e40b3dec3344909fc0ca9378a7f4c7
Astro Awani,mitv://generationnexxxt.com:19806/35b5cce22fc04eb59b09311468ab603a
CGTN,mitv://generationnexxxt.com:19806/a478d869f49148b09b5ad2ddfa73e36b
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
Astro Ceria,mitv://generationnexxxt.com:19806/65a60c7700089e76e0e3d6806c8b1e66
Boomerang,mitv://generationnexxxt.com:19806/65619d3500003c6967236ef726ef1633
KIX,mitv://generationnexxxt.com:19806/3f7be3ad31504c9fa358e3fe583fac0a
HITS,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
Astro Arena,mitv://generationnexxxt.com:19806/65b216e7000a7ed40fec9c7d4f4b3c78
Astro SuperSport,mitv://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
Astro SuperSport 2,mitv://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
Astro SuperSport 3,mitv://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
Astro SuperSport 4,mitv://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
beIN Sports 3,mitv://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
WWE,mitv://generationnexxxt.com:19806/32e0838eeab84b3a96297dcceca27f5a
Sky News,mitv://generationnexxxt.com:19806/f023e7189a5541b3a288267608b4836a
八度空间(备),mitv://generationnexxxt.com:19806/34bef24c069e40779fb4b4c827e0051f
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,mitv://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
SPOTV,mitv://generationnexxxt.com:19806/60ad67b765414b32882a24ce6c63808a
Astro AEC,mitv://generationnexxxt.com:19806/77dec61f37164fb4b2d9813821f040b8
Awesome TV,mitv://generationnexxxt.com:19806/3653aa8c401947d4882212e59c54bfba
BOO,mitv://generationnexxxt.com:19806/72791d5b2d0847bdbd28aaee41af5537
千禧经典台,mitv://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
ABC Australia,mitv://generationnexxxt.com:19806/65159e6a0003ce6d3e47fc21533740b0
Eurosport HD,mitv://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
Arena Bola,mitv://generationnexxxt.com:19806/6597c3de0009a0efa91838f96fd623b1
Star Vijay,mitv://generationnexxxt.com:19806/9ae9ad5dd9884ef5b30d006572db2572
Zee Tamil,mitv://generationnexxxt.com:19806/65a60dec0007945de0e9874a4d685350
TVBS亚洲,mitv://generationnexxxt.com:19806/5459e179cc3b4ea49e5b6ed6a4f298c9
HITS Movies,mitv://generationnexxxt.com:19806/72b44f288c8c4c5baa031ec11d9e0e35
beIN Sports 2,mitv://generationnexxxt.com:19806/65619d35000372e967236fc35ab64b39
Berita RTM,mitv://generationnexxxt.com:19806/da7e362a8d2e40b3bbe02f430a39fc0e
Golf Channel,mitv://generationnexxxt.com:19806/65619e930003f0fc6728c71226a25f2d
TV Okey,mitv://generationnexxxt.com:19806/c393e305d0034cb383ed076f9f711f1a
Boomerang(B),mitv://generationnexxxt.com:19806/45f849d284af44fb80815dc8faa555d0
Golf Channel(B),mitv://generationnexxxt.com:19806/f525ac536b9740f1be9aa0e15eebdd74
beIN Sports 2(B),mitv://generationnexxxt.com:19806/54acc624548a4ac1be80ee2ae0ad2f03
TVB娱乐新闻台(B),mitv://generationnexxxt.com:19806/94c52f4f55a646f6825cff0b78316ae2
Astro AOD HD 311(B),mitv://generationnexxxt.com:19806/5039f17fc72347a09ce0514dd1c6b9b3
TVB星河(B),mitv://generationnexxxt.com:19806/2dfd5ed435e841c1b6949346c2b58583
BBC World News(B),mitv://generationnexxxt.com:19806/323c575f4f694f739cd9f7a945075cef
TV9(B),mitv://generationnexxxt.com:19806/f3302a1f09b24a71ac71ba6c01fa993e
TV3(B),mitv://generationnexxxt.com:19806/af9c201f3aea41e99078e10a6240fcd4
tvN Movies HD(B),mitv://generationnexxxt.com:19806/562aa415c1594f8690597144cf976250

新坡晴天,#genre#
beIN Sports,mitv://generationnexxxt.com:19806/eefa5931a750470d8a3267932e36c644
HGTV居家乐活频道,mitv://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
中天亚洲台,mitv://generationnexxxt.com:19806/7c932e1429374b358b547a75ebba7ca8
天映经典,mitv://generationnexxxt.com:19806/3ac31fa9f30145b68f8469b00d91b200
KBS World,mitv://generationnexxxt.com:19806/61432c16625e41d3b52570bb136f5054
CGTN,mitv://generationnexxxt.com:19806/a478d869f49148b09b5ad2ddfa73e36b
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
beIN Sports 3,mitv://generationnexxxt.com:19806/65a52dc1000d76fbdd7dd8ab186b4afd
Mediacorp 5,mitv://generationnexxxt.com:19806/7ecf2b27c2554eef87bb4b3603e82a4f
Mediacorp 8,mitv://generationnexxxt.com:19806/02b0b2bfe7974369b811f418dcd4eddf
Suria,mitv://generationnexxxt.com:19806/9ea5cf9604c545c88d5a634f5450204b
Vasantham,mitv://generationnexxxt.com:19806/c59b3a242b644ec2ba2d3398ad14189b
CNA,mitv://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
Mediacorp U,mitv://generationnexxxt.com:19806/1c7cdb0005764374ab173154f8418848
Euronews,mitv://generationnexxxt.com:19806/5b3289dff2154e2c8e166cc3f081f326
Fight Sports,mitv://generationnexxxt.com:19806/7375a5f151c047b294a8e8c6ddad178d
GEM,mitv://generationnexxxt.com:19806/76f6e10887894d07bd5b225cc895e2a5
Fox News,mitv://generationnexxxt.com:19806/e9305a82b75c42f5901c0594e063e999
东森亚洲卫视,mitv://generationnexxxt.com:19806/8a43d9cb067b47aaa8fd5f550930be0c
Thrill,mitv://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
TVBS亚洲,mitv://generationnexxxt.com:19806/5459e179cc3b4ea49e5b6ed6a4f298c9
NBA,mitv://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
Fox News(B),mitv://generationnexxxt.com:19806/f995b6bf60d241828966663608f77e2b
Mediacorp U(B),mitv://generationnexxxt.com:19806/bcf807b5e6e549b4aa970c8f1c160a5b
Mediacorp 8(B),mitv://generationnexxxt.com:19806/009ed3c76b6e4a0cb514213b944e3b1b


新闻晴天,#genre#
中视新闻台,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
寰宇新闻台,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
华视新闻,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
NHK新闻信息台,P2p://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
无线新闻台(备),P2p://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
无线新闻台,P2p://147.135.39.171:9906/65e067d500043d6d2f5b0fce7ad17a25
无线财经体育信息台,P2p://generationnexxxt.com:19806/65b212f60006eae40fdd362b7ad67084
CGTN,P2p://generationnexxxt.com:19806/a478d869f49148b09b5ad2ddfa73e36b
BBC World News,P2p://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
CNA,P2p://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
壹电视新闻台,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
年代新闻(备),P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
东森新闻台,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
中天新闻台,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
民视新闻台,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
三立新闻台,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
TVBS新闻台,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
东森财经新闻台,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
非凡新闻台,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
TNN 16,P2p://generationnexxxt.com:19806/5fa63eddc30543879c96b0a0a08ea60d
JKN 18,P2p://generationnexxxt.com:19806/5fa4254f665e421688ac293bd1dd1d59
三立iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
Sky News,P2p://generationnexxxt.com:19806/f023e7189a5541b3a288267608b4836a
Euronews,P2p://generationnexxxt.com:19806/5b3289dff2154e2c8e166cc3f081f326
France24,P2p://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
600TV,P2p://generationnexxxt.com:19806/64c36a1900089f29fd2b824d6b4b65c1
非凡商业台,P2p://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
CBSN,P2p://generationnexxxt.com:19806/697a642115f74499aafe783d34690381
Fox News,P2p://generationnexxxt.com:19806/e9305a82b75c42f5901c0594e063e999
NDTV,P2p://generationnexxxt.com:19806/d7fc2d61608d43098f59f35647342c6f
ABC Australia,P2p://generationnexxxt.com:19806/65159e6a0003ce6d3e47fc21533740b0
台视新闻台,P2p://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
寰宇新闻台湾台,P2p://generationnexxxt.com:19806/65b21a80000977cd0ffaa9e72e6218af
台视财经台,P2p://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
CNN,P2p://generationnexxxt.com:19806/cc0fd522ff3f4f37a53773c138dacac1
now财经台,P2p://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
东森新闻台(备),P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
镜新闻,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
now新闻台,P2p://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
Fox News,P2p://generationnexxxt.com:19806/6579228d000333673171faee60517ea8
BBC World News,P2p://generationnexxxt.com:19806/6579228c000c47523171f9583333664f
CNN USA,P2p://generationnexxxt.com:19806/6579228c000644123171f7d14c4002bd
CBC News,P2p://generationnexxxt.com:19806/6579228b000ea7c13171f60c6a0d21f3
MSNBC,P2p://generationnexxxt.com:19806/6579228b000782ab3171f43764692427
CTV News,P2p://generationnexxxt.com:19806/6579228b0000fa413171f29242d67919
Business News Network,P2p://generationnexxxt.com:19806/6579228a00091f3e3171f0bd49686fdf
CP24,P2p://generationnexxxt.com:19806/6579228a000310453171ef2756ac0145
The Weather Network,P2p://generationnexxxt.com:19806/65792289000be5843171ed9050240875
The Weather Channel,P2p://generationnexxxt.com:19806/65792289000516983171ebcb68d70d48
香港国际财经台,P2p://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
无线财经体育信息台(B),P2p://generationnexxxt.com:19806/acf61c067b48468dbdf3ae976c322d1a
年代新闻,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
中天新闻台(B),P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
无线新闻台(B),P2p://generationnexxxt.com:19806/85a50e6db781406bacc41b10a75a70d5
now财经台(B),P2p://generationnexxxt.com:19806/3a492b41b36f45acab0b75396aadc32d
Fox News(B),P2p://generationnexxxt.com:19806/f995b6bf60d241828966663608f77e2b
三立iNEWS(B),P2p://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
香港国际财经台(B),P2p://generationnexxxt.com:19806/f3cb31dde1e040a4a30f89e8f95beea7
BBC World News(B),P2p://generationnexxxt.com:19806/323c575f4f694f739cd9f7a945075cef
now新闻台(B),P2p://generationnexxxt.com:19806/5c263253cf5241b1a155f0b1b85edea1
三立新闻台(B),P2p://generationnexxxt.com:19806/96118abbe8ee48ddaef2c9c1cea1af04
